project;hash;msg;relevance
NYC-Camp/website;beddc135d268e5d791e2c4061d58ecb9bdfa29c0;"New ""powered by"" buttons.";0
NYC-Camp/website;1421c878d16f7d88bcc85c0dfc4b7c006b267526;"- Moved moderation logic back into node module.
    * After having a chat with Dries we have agreed on the logics (or
      more specifically he told me how its supposed to work). The queue
      module is just a method to make moderation public, but its not
      necessarily the only way. This brings the power back.
- Minor interface tweaks (names, case changes, etc).
- Fixed error that would show when you tried to view the profile of a
  blocked user.";0
NYC-Camp/website;1a2576036b3377ec83a08b7238f59dc474053543;"- Bugfix: charset fixes/clean-up.  Patch #52 by Al.

- Improvement: renamed some theme functions of the forum module for sake of consistency/readability.  Patch #2 by Kristjan.

- Improvement: usability improvements to the Xtemplate theme.  Patch #3 by Kristjan.

- Improvement: CSS'ified the book module pages.  Patch #3 by Al.  (I simplified the ""l
ocation"" part.  Al's approach gave you a bit more power but I'm not sure anyone wants
to change that.  Besides, this will change as soon we integrate the menu system so I kept it easy for now.)";0
NYC-Camp/website;35acfc18499e355c02732b37d616b1451b4c0ca7;- Patch #7723 by Roderik: added strtolower()s to make PostgreSQL behave like MySQL and to be more 'forgiving' for users logging in on a PostgreSQL powered Drupal site.;0
NYC-Camp/website;5cb153e335b06037c27c3b6eab35a5c944e7bf15;"- Replacing ugly old ""powered by"" buttons with better ones.";0
NYC-Camp/website;1f1ad0e2f105ae7444e2cf51f07f720bec29034a;#150335 by myself: clean up editing form, allow for powerful form altering;0
NYC-Camp/website;d0c9795c338ed0ccf5c71270c13b43b0e2cfe2e1;#150049 by Moshe Weitzman: empower custom url rewriting with url() options;0
NYC-Camp/website;e6e59359b9c6d3de38769a2097ad31e1f3d330f6;#183332 by Eaton, JirkaRybka, catch and greggles: add Powered by Drupal block;0
NYC-Camp/website;22dec0b63cd81732dc3af0f76018e008691b193e;- Patch #187319 by quicksketch: don't enable the powered by Drupal block for existing sites, and better handle the default behavior.;0
NYC-Camp/website;b366ea6acb3ad87e9d091026b5ca19cd377cecc4;- Patch #337660 by dmitrig01: usability improvement - show a preview for the Powered By Drupal block.;0
NYC-Camp/website;4bfda4db833832533b48dd92ab6ccb917709f49f;#410638 by foxtrotcharlie: Prevent 'Powered by Drupal' settings showing up on all system blocks.;0
NYC-Camp/website;df6ec4d7ffc4d1782598924dc1bf27151232f8c3;#410638 follow-up by foxtrotcharlie and David Rothstein: Fix help text on blocks so that 'Powered by' doesn't show up on all system blocks.;0
NYC-Camp/website;566586a698c6712cdf95ee42983df77420fcc622;- Patch #608478 by seutje, Bojhan: replace 'Powered by' icon with text.;0
Syncano/website;941c1565dbc89005b99b9302370028cbd5c820c1;"[WEB-465] Fix typo in ""powerful apps""";0
Syncano/website;7a0c53953f2c6c92f42478e30ae61484ba363d18;"Merge pull request #249 from Syncano/WEB-465

[WEB-465] Fix typo in ""powerful apps""";0
mitre-attack/attack-website;90057a44917f74f3b27c0afa35d8ff27432ebcdb;add attackcon power hour to attackcon list;0
mitre-attack/attack-website;d23a286cee62898a7510d630974c3fccef440783;update attackcon powerhours with dates, and update changelog;0
foss-events/website;fbe9b8cff8f631d3cfb9cb18137a5fd7dd4a7494;adding lf energy, kubernetes and kubecon;0
cdk-dev/website;4777365d4d7fc10206d173d9e33f138b9e16706d;Add AI powered Serverless meal planner post;0
cdk-dev/website;09ae5962be8e1206affab7f94a4f4e0a6e7c6976;"Merge pull request #139 from ziedbentahar/master

Add AI powered Serverless meal planner post";0
bevyengine/bevy-website;f97ea2a6281e34cd2c10c6f22df244b0fd5c67da;"remove archaic rebase action (#403)

Cart tried at one point to have super powers by commenting `/rebase` on PRs

now, in bors we trust.";0
bevyengine/bevy-website;cf1eb1d5075381175d7002de6e1a3a066bdaa721;"Sponsorship Pledge (#534)

Bevy is a community-driven people-first project. We do not have a business model. We don't sell anything. For now, we don't even have a centralized legal organization. Instead, our work is fully supported by sponsorships from generous individuals and companies. But introducing money into the equation creates concerns about power dynamics and incentives. And some companies require contracts as a part of their sponsorship programs. Bevy leaders (Project Leads and Maintainers) _must serve the community's interests above all else_. Therefore leaders that accept any money within the context of Bevy must abide by the following pledge:

(see sponsorship-pledge.html for full pledge contents)

![image](https://user-images.githubusercontent.com/2694663/219974550-f45afda1-4f58-4f43-88a1-d17aa7c23b53.png)

The @bevyengine/maintainer-team has agreed to (and helped iterate on) this pledge. Maintainers, please create a new PR after this one is merged to sign this and add relevant disclosures. I'll be following up with a couple of changes to my entry as well (as I have an exciting announcement to make).";0
unhosted/website;795ac11fbddd39e04f64fb8f987b9ad8b826d87b;fix inaccurate reference to capitalist powers;0
dylanbai8/V2Ray_ws-tls_Website_onekey;b052cb1461c6b213943af0df777a9db15eef0360;Delete rinetd_bbr_powered;0
openssl/web;4ed5f97ed964e43662b7f6f6d1080595ef2b3996;"Hell, what Apache idiots ;-) have made mod_include such
less powerful: it cannot include from an absolute URL...
seems like we have to program a workaround when
we want to serve mirrors correctly.";0
openssl/web;d8d36be2491589e2aae592c65fbd5de58383ea46;"Remove redundancy: add a template processing script

The choice comes to using [Template Toolkit], as it's powerful,
flexible, and consistent enough.

-----

[Template Toolkit]: http://www.template-toolkit.org/

Reviewed-by: Matt Caswell <matt@openssl.org>
(Merged from https://github.com/openssl/web/pull/120)";0
regolith-linux/website;713c8d0ecc1f2622bc8c3774dfd3f0090989e0f0;Add documentation for multiple battery status;0
regolith-linux/website;c3de41d9681091ed6caa80cc96be4b801e299549;"Merge pull request #5 from regolith-linux/docs/multiple-battery-status

Add documentation for multiple battery status";0
regolith-linux/website;d5a6fca119c1ae34714b98547de2585df4eaa885;"Update multiple-battery support how-to

""[battery3]"" is now ""[battery]"" in 20.04";0
regolith-linux/website;3d40c25751568109f3d4300957101d1923cd5097;"Merge pull request #11 from sethkush/patch-1

Update multiple-battery support how-to";0
regolith-linux/website;6d3327d4af86a0dd33430d9b21fb966f35e41d94;Apply battery fix by @sethkush.  Rebuild keybindings reference from i3 file.;0
grails-samples/grails-website;8ae4d5c23f42023949a55df6e0c11b2d7c3bb1fe;"Add 'websites powered by Grails' section.

The project now has an in-place plugin for a new ""websites"" section of the website. The idea is to move other sections to in-place plugins.";0
grails-samples/grails-website;84bc89ddbd3a87e1cf6af95ad5dc61690e5e1b74;"tweak MySQL JDBC driver properties
- see usage example from https://github.com/TechEmpower/FrameworkBenchmarks/blob/f6b15e55/frameworks/Groovy/grails/hello/grails-app/conf/DataSource.groovy#L31";0
EuroPython/website;2d9e0dd26d2a07cfed2f668ec27ebf661c26a2e6;Add energy & meteo systems to sponsors.json (#264);0
EuroPython/website;358b33edebac61fe7c503d613ebd0aa1f057f616;Add energy&meteo systems jobs (#373);0
Vanilla-OS/website;f743f4a27978a768791fc369d4c51e17f052442e;Rebuild the file using the new more powerfull script#;0
opensearch-project/documentation-website;12715e30fb0eafb930efcb31ea3db73271eab3e8;"Adds Windows security documentation (#1821)

* Adds Windows security documentation

Signed-off-by: Fanit Kolchina <kolchfa@amazon.com>

* Incorporated tech reveiw feedback

Signed-off-by: Fanit Kolchina <kolchfa@amazon.com>

* Included powershell and removed call

Signed-off-by: Fanit Kolchina <kolchfa@amazon.com>

* Changed to backslashes

Signed-off-by: Fanit Kolchina <kolchfa@amazon.com>

* Incorporated doc review feedback

Signed-off-by: Fanit Kolchina <kolchfa@amazon.com>

* Incorporated editorial feedback

Signed-off-by: Fanit Kolchina <kolchfa@amazon.com>

Signed-off-by: Fanit Kolchina <kolchfa@amazon.com>";0
opensearch-project/documentation-website;baa2fb45efd61c9e4c2b372e4903d59075d52552;"[DOC] Remove indentation in copy_values processor (#4057)

* Test.

Signed-off-by: Powershellfish <47839113+powershellfish@users.noreply.github.com>

* Update index.md

Testing ability to create PRs.

* Removed indentation.

Signed-off-by: Powershellfish <47839113+powershellfish@users.noreply.github.com>

---------

Signed-off-by: Powershellfish <47839113+powershellfish@users.noreply.github.com>";0
opensearch-project/documentation-website;1de70d2bd0642077b67108cce5edd1307f102d0b;"[DOC] Fix Trace Analytics metadata to appear correctly in TOC. (#4103)

* Test.

Signed-off-by: Powershellfish <47839113+powershellfish@users.noreply.github.com>

* Update index.md

Testing ability to create PRs.

* Removed indentation.

Signed-off-by: Powershellfish <47839113+powershellfish@users.noreply.github.com>

* Update title to nest correctly under TOC.

Signed-off-by: Powershellfish <47839113+powershellfish@users.noreply.github.com>

---------

Signed-off-by: Powershellfish <47839113+powershellfish@users.noreply.github.com>";0
opensearch-project/documentation-website;3b9ae603de2dde6a8c5ad95bc177dab3add15103;"Updated capitalization. (#4214)

Signed-off-by: Powershellfish <47839113+powershellfish@users.noreply.github.com>";0
opensearch-project/documentation-website;d78bd5b70e7127817b81ab3724987309eb4ab1a2;"Update capitalization for Events (#4213)

Signed-off-by: Powershellfish <47839113+powershellfish@users.noreply.github.com>";0
apache/spark-website;94b8793a71a19c57c2f5617c4a4b6960362e51b4;Update homepage to point to powered-by and committers;0
apache/spark-website;0744e8fdd9f954a6552c968be50604241097dbbc;Port wiki page Committers to committers.html, Contributing to Spark and Code Style Guide to contributing.html, Third Party Projects and Additional Language Bindings to third-party-projects.html, Powered By to powered-by.html;0
apache/spark-website;e6166eabf8e7c96821a0cafc3eec4095ab943cbf;"Small updates to Powered By page

Add Stanford DAWN and Alluxio because they asked to be listed there and update text for Databricks";0
apache/spark-website;78a971a9a2d13fe66d6a5ac8b18f5846d41fcd34;"Added Data Pipelines to Powered By page

Author: roland1982 <rolandpogonyi@hotmail.com>
Author: roland-ondeviceresearch <roland@ondeviceresearch.com>

Closes #285 from roland1982/patch-1.";0
apache/spark-website;ae8089ee233752422b02fb3cad7a50ed92ec71eb;"Add Delight to third-party projects

Data Mechanics Delight is a free, hosted, cross-platform monitoring tool for Apache Spark. It is powered by an open-source Spark agent which works on top of any type of Spark infrastructure (commercial or open-source, in the cloud or on-premise, etc).

The project is live as of November 2020 and will get significant improvement over the following weeks -- right now it is a dashboard giving you access to the Spark UI (Spark History Server), but we will soon add new debugging screens with memory and CPU metrics to complement and improve on the Spark UI.

We hope the Spark community will really benefit from this tool, and so we'd love to be listed on this page.

Reference:
- https://www.kdnuggets.com/2020/07/monitoring-apache-spark-better-ui.html
- https://www.datamechanics.co/delight

Author: Jean-Yves Stephan <jean-yves@datamechanics.co>

Closes #298 from jystephan/add-delight.";0
apache/spark-website;2e330710c855f4292cc066c60874a32385a60fb6;"Add Data Mechanics to Powered By

Data Mechanics is a managed Spark platform that can be deployed on a Kubernetes cluster inside our customers cloud accounts. We'd love to be on the Powered By Spark page (along other Spark platforms).

We contribute to open source projets in the Spark ecosystem (Spark on Kubernetes operator, Data Mechanics Delight). We also use Spark internally for our recommendation engine and logs processing.

I tried to be objective / avoid marketing in the description, but I'm open to feedback on changing it. Thanks!

Author: Jean-Yves Stephan <jean-yves@datamechanics.co>

Closes #299 from jystephan/datamechanics-poweredby.";0
apache/spark-website;b8b47eeffb0c1167b1eb9ef4b331dcd7e223d167;"Fix dead link in documentation.html and third-party-projects.html

This pr is the first part of SPARK-40322, there are a total of 5 pages with dead links:

- documentation.html
- third-party-projects.html
- release-process.html
- news
- powered-by.html

This pr fix `documentation.html` and `third-party-projects.html`

Author: yangjie01 <yangjie01@baidu.com>

Closes #411 from LuciferYang/deadlink-p1.";0
apache/spark-website;0ead62b00504d43666dd5105a517093969684a33;"Add GraalSystems in Powered By solutions and companies

Author: Vincent Devillers <vdevillers76@gmail.com>
Author: Vincent Devillers <>

Closes #419 from Treydone/patch-1.";0
apache/spark-website;b70a0c524cfab55f0307b3d9cfd652b18756d81a;"Add GraalSystems in Powered By solutions and companies

Author: Vincent Devillers <vdevillers76@gmail.com>
Author: Vincent Devillers <>

Closes #420 from Treydone/patch-1.";0
apache/spark-website;61c79d6c34c151586a2bb02be1d0c4d86627ce31;"Added IOMETE to powered by Spark docs

Added IOMETE Data Lakehouse platform to Powered by Spark docs.

Author: Fuad Musayev <fuadmusayev@Fuads-MacBook-Pro.local>

Closes #471 from fmusayev/powered-by-iomete.";0
edk2-porting/renegade-project.org;6b2ddbaf173ef74aa439eda4c7b4428df10f2a8d;"add favicon. This project has Super Cow Powers.

Signed-off-by: BigfootACA <bigfoot@classfun.cn>";0
edk2-porting/renegade-project.org;77bdc833dffdb0347b2debf1a4541a33ce1ec287;devices.json: beryllium battery and wifi ok;0
edk2-porting/renegade-project.org;d1b337228a6c2accf2f9902d11af407c8193c46b;"devices.json: Mea culpa, perseus battery

I missed that battery and charge is separated, so..";0
edk2-porting/renegade-project.org;4c3d8372cbf14fbe61ddfbc0c3123eb1d71e8314;devices.json: Meizu 16 Plus battery and charging;0
edk2-porting/renegade-project.org;46118bb931f17332b3fc65715e5e4ac041282b9e;"devices.json: trident enable battery, charge, BT, LTE

I haven't seen any photos on Telegram from trident so I just diffed the last changes in WOA-Drivers's definition for Smartisan R1 and i suppose that fuel gauge with charging, bluetooth and cellular works now on Smartisan

If someone has different information, correct me.";0
edk2-porting/renegade-project.org;36a525b6a028ddfaaa2bef3119b37e1a0a849676;Oneplus5/5t: update battery and charging Status;0
crosswalk-project/crosswalk-website;e65f3569bb653badb4afe816d7a5f32ad6aceb12;"Updated sentence on home screen

 Changed: ""Replace Android's default WebView...""
      to: ""Enable the most advanced web innovations...""

""...with the Crosswalk Project web runtime to develop powerful Android and Cordova apps.""";0
crosswalk-project/crosswalk-website;dfdbf794f115693746f94bf2d4273485fc42f5e7;"App showcase: list, submit, mgmt

 - Requires backend DB and PHP files (not included)
 - List Crosswalk powered applications
 - Submit form for adding new applications
 - Mgmt page for application entries in DB, w/pswd protect
 - Prevent .html appending to php files during build (_includes/documentation-nav.ejs)
 - Allow app-mgmt layout (top nav, not side). (_layout.ejs)";0
department-of-veterans-affairs/vets-website;c7ebf623a6739721b636ae0e48ee326f38da6735;"VAGOV-4867: Drupal-powered homepage (#10611)

* Add a property to hubs that informs template to close/open a row

* Stub in home page title and description

* Add comment

* add new data-e2e attribs to home page divs

* Tweak to home page meta title";0
department-of-veterans-affairs/vets-website;73dd084fb958694379a0aba6d0815f406c4a5bb2;"Connecting Selected Batteries to Form Data (#12358)

* update CSS and content

* show battery selection answer on review page

* set up state connection between checkboxes and formData

* clean up comments and add prop type for selected batteries

* remove selectedBatteries from schema and
fix productId type to string

* Add custom class to the battery radio btns

* fix uncontrolled input warning

Co-authored-by: mr0sari0 <mahariel.rosario@gmail.com>";0
department-of-veterans-affairs/vets-website;d6189590eae6cd354868eb19a3a0f8568ab83194;"MDOT Accessories Page: Design Update (#12498)

* make design changes to accessories page

* update content

* add info alert about ineligible accessories

* fix the bangs

* fix breakage on review pages/
add back battery page title

* remove alert box for ineligibility

Co-authored-by: mr0sari0 <mahariel.rosario@gmail.com>";0
